folio,section_code,section,locator,position_code,locus_type,raw_eva,display_eva,normalized_tokens,token_count,structural_gloss,structural_confidence,speculative_english,speculative_status,page_context,ruleset_version
f3r,H,Herbal,f3r.20,+P0,P,"ycheor.chol.odaiin.chol.s.aiin.okol,or.am<$>",ycheor chol odaiin chol s aiin okol [?break] or am,ycheor chol odaiin chol s aiin okol or am,9,running paragraph text; paragraph or sequence ending; 9 normalized token groups. ycheor: recurrent form; chol: broad high-frequency form; odaiin: productive ending family. within-line repetition: chol. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Grind the mature flowering stem with vinegar; keep it in the shade, for a warming preparation.",Creative reconstruction; not a decipherment or translation,"A herbal folio with a single large plant. A historical annotation proposes a Cretan-dittany-like identification, but the plant identification is not secure.",pilot-0.1.0
f31r,H,Herbal,f31r.1,@P0,P,"<%>keedey.qofchedy.shee,s.aiin.qokee@149;.chepakeo",keedey qofchedy shee [?break] s aiin qokee@149; chepakeo,keedey qofchedy shee s aiin qokeex chepakeo,7,running paragraph text; paragraph opening; 7 normalized token groups. keedey: productive ending family; qofchedy: productive qo- family; shee: recurrent form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Gather the tender fresh shoots with clear water; keep it until the colour deepens, for a cooling preparation.",Creative reconstruction; not a decipherment or translation,"A herbal folio in Currier language B and a different scribal hand from f3r, useful for testing whether rules survive a corpus shift.",pilot-0.1.0
f31r,H,Herbal,f31r.2,+P0,P,dcheey.daiin.okeedy.qokees.s.aiin.shekeey.qef,dcheey daiin okeedy qokees s aiin shekeey qef,dcheey daiin okeedy qokees s aiin shekeey qef,8,running paragraph text; continuation; 8 normalized token groups. dcheey: line-initial tendency; daiin: broad high-frequency form; okeedy: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Grind the red-veined root with clear water; keep it in the shade, for a warming preparation.",Creative reconstruction; not a decipherment or translation,"A herbal folio in Currier language B and a different scribal hand from f3r, useful for testing whether rules survive a corpus shift.",pilot-0.1.0
f31r,H,Herbal,f31r.3,+P0,P,"qokeey.chey.daiin.qokeey.[s:r]air.chekey.s,aiin.da?",qokeey chey daiin qokeey [s:r]air chekey s [?break] aiin da?,qokeey chey daiin qokeey sair chekey s aiin da,9,running paragraph text; continuation; 9 normalized token groups. qokeey: broad high-frequency form; chey: broad high-frequency form; daiin: broad high-frequency form. within-line repetition: qokeey. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Gather the mature root with clear water; keep it over a gentle heat, as the first ingredient.",Creative reconstruction; not a decipherment or translation,"A herbal folio in Currier language B and a different scribal hand from f3r, useful for testing whether rules survive a corpus shift.",pilot-0.1.0
f31r,H,Herbal,f31r.4,+P0,P,"qotar.chy.dar.lo,r,ar.cheey.keeol,chedy.qokey",qotar chy dar lo [?break] r [?break] ar cheey keeol [?break] chedy qokey,qotar chy dar lo r ar cheey keeol chedy qokey,10,running paragraph text; continuation; 10 normalized token groups. qotar: productive qo- family; chy: broad high-frequency form; dar: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Cut the aromatic whole herb with warm oil; keep it until the liquid clears, for a cooling preparation.",Creative reconstruction; not a decipherment or translation,"A herbal folio in Currier language B and a different scribal hand from f3r, useful for testing whether rules survive a corpus shift.",pilot-0.1.0
f31r,H,Herbal,f31r.5,+P0,P,daiin.sheeody.qokeor<$>,daiin sheeody qokeor,daiin sheeody qokeor,3,running paragraph text; paragraph or sequence ending; 3 normalized token groups. daiin: broad high-frequency form; sheeody: productive ending family; qokeor: productive qo- family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Steep the red-veined outer bark with vinegar; keep it until the colour deepens, for storage in a sealed vessel.",Creative reconstruction; not a decipherment or translation,"A herbal folio in Currier language B and a different scribal hand from f3r, useful for testing whether rules survive a corpus shift.",pilot-0.1.0
f31r,H,Herbal,f31r.6,+P0,P,"<%>tshokeody.qokedy.qotedy.chep[o:a]s.cheda,[s:r].aiin.dal",tshokeody qokedy qotedy chep[o:a]s cheda [?break] [s:r] aiin dal,tshokeody qokedy qotedy chepos cheda s aiin dal,8,running paragraph text; continuation; 8 normalized token groups. tshokeody: productive ending family; qokedy: broad high-frequency form; qotedy: productive qo- family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Strain the freshly cut whole herb with spring water; keep it before sunrise, for a warming preparation.",Creative reconstruction; not a decipherment or translation,"A herbal folio in Currier language B and a different scribal hand from f3r, useful for testing whether rules survive a corpus shift.",pilot-0.1.0
f31r,H,Herbal,f31r.7,+P0,P,ykeedar.saiin.checkhey.sheol.qokedy.ykeedy.chedy.ldy,ykeedar saiin checkhey sheol qokedy ykeedy chedy ldy,ykeedar saiin checkhey sheol qokedy ykeedy chedy ldy,8,running paragraph text; continuation; 8 normalized token groups. saiin: broad high-frequency form; checkhey: productive ending family; sheol: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Boil the bitter outer bark with clear water; keep it in the shade, for a warming preparation.",Creative reconstruction; not a decipherment or translation,"A herbal folio in Currier language B and a different scribal hand from f3r, useful for testing whether rules survive a corpus shift.",pilot-0.1.0
f31r,H,Herbal,f31r.8,+P0,P,shedy.qokedy.cheol.cheod.qokeody.cheol.checthy,shedy qokedy cheol cheod qokeody cheol checthy,shedy qokedy cheol cheod qokeody cheol checthy,7,running paragraph text; continuation; 7 normalized token groups. shedy: broad high-frequency form; qokedy: broad high-frequency form; cheol: broad high-frequency form. within-line repetition: cheol. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Cut the tender whole herb with vinegar; keep it in the shade, for a warming preparation.",Creative reconstruction; not a decipherment or translation,"A herbal folio in Currier language B and a different scribal hand from f3r, useful for testing whether rules survive a corpus shift.",pilot-0.1.0
f31r,H,Herbal,f31r.9,+P0,P,daiir.sheeo.shcthey.okeol<$>,daiir sheeo shcthey okeol,daiir sheeo shcthey okeol,4,running paragraph text; paragraph or sequence ending; 4 normalized token groups. daiir: line-initial tendency; sheeo: recurrent form; shcthey: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Gather the pale whole herb with vinegar; keep it until the liquid clears, for storage in a sealed vessel.",Creative reconstruction; not a decipherment or translation,"A herbal folio in Currier language B and a different scribal hand from f3r, useful for testing whether rules survive a corpus shift.",pilot-0.1.0
f31r,H,Herbal,f31r.10,+P0,P,"<%>tol,shso.okedy.okedy.qokedy.qokeedy.dar.shedshey",tol [?break] shso okedy okedy qokedy qokeedy dar shedshey,tol shso okedy okedy qokedy qokeedy dar shedshey,8,running paragraph text; continuation; 8 normalized token groups. tol: line-initial tendency; okedy: broad high-frequency form; qokedy: broad high-frequency form. within-line repetition: okedy. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Strain the bitter seed with wine; keep it in the shade, for external use.",Creative reconstruction; not a decipherment or translation,"A herbal folio in Currier language B and a different scribal hand from f3r, useful for testing whether rules survive a corpus shift.",pilot-0.1.0
f31r,H,Herbal,f31r.11,+P0,P,"olsheol.qokchy.dal,chey.deey.kchy.keey.okaiiin.ykeey",olsheol qokchy dal [?break] chey deey kchy keey okaiiin ykeey,olsheol qokchy dal chey deey kchy keey okaiiin ykeey,9,running paragraph text; continuation; 9 normalized token groups. olsheol: recurrent form; qokchy: productive qo- family; dal: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Grind the freshly cut outer bark with wine; keep it for one measured interval, for a cooling preparation.",Creative reconstruction; not a decipherment or translation,"A herbal folio in Currier language B and a different scribal hand from f3r, useful for testing whether rules survive a corpus shift.",pilot-0.1.0
f31r,H,Herbal,f31r.12,+P0,P,qoaiin.yches.okedy.sheey.chedaiin.dar,qoaiin yches okedy sheey chedaiin dar,qoaiin yches okedy sheey chedaiin dar,6,running paragraph text; continuation; 6 normalized token groups. qoaiin: productive qo- family; okedy: broad high-frequency form; sheey: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Strain the bitter seed with wine; keep it for one measured interval, as the first ingredient.",Creative reconstruction; not a decipherment or translation,"A herbal folio in Currier language B and a different scribal hand from f3r, useful for testing whether rules survive a corpus shift.",pilot-0.1.0
